Amount_Requested,Application_Date,Loan_Title,Risk_Score,Debt-To-Income_Ratio,Zip_Code,State,Employment_Length,Policy_Code,RiskScoreMA50
20000.0,2007-10-17,aa6466,630.0,15.47%,750xx,TX,5 years,0.0,541.2272727272727
600.0,2007-10-17,Ladylissab,554.0,12.96%,327xx,FL,< 1 year,0.0,541.7826086956521
15000.0,2007-10-17,Knight88,505.0,10.58%,346xx,FL,< 1 year,0.0,540.25
4500.0,2007-10-17,MSG Retired,504.0,23.32%,922xx,CO,10+ years,0.0,538.8
2500.0,2007-10-17,michsita,450.0,9.5%,060xx,CT,5 years,0.0,535.3846153846154
1200.0,2007-10-17,azick84,578.0,41.07%,731xx,OK,2 years,0.0,536.9629629629629
2000.0,2007-10-17,thejuug,467.0,239.33%,347xx,FL,3 years,0.0,534.4642857142857
2500.0,2007-10-17,michsita1973,480.0,23.56%,061xx,CT,10+ years,0.0,532.5862068965517
12500.0,2007-10-17,Bc5976,569.0,21.98%,339xx,FL,< 1 year,0.0,533.8
6000.0,2007-10-17,rmwcalum,652.0,38.55%,282xx,NC,1 year,0.0,537.6129032258065
1500.0,2007-10-17,Need money for PC.,649.0,20.33%,658xx,MO,6 years,0.0,541.09375
6000.0,2007-10-17,cluesgirl21,429.0,1.83%,224xx,VA,1 year,0.0,537.6969696969697
15000.0,2007-10-17,leoi,637.0,17.93%,805xx,FL,< 1 year,0.0,540.6176470588235
5000.0,2007-10-17,frenchlop,454.0,34.73%,448xx,OH,10+ years,0.0,538.1428571428571
800.0,2007-10-17,msdoriansmith,680.0,39.34%,146xx,NY,< 1 year,0.0,542.0833333333334
2500.0,2007-10-17,Txrose1998,538.0,6.39%,750xx,TX,< 1 year,0.0,541.972972972973
20000.0,2007-10-17,Pay Off Debt,677.0,17.5%,217xx,MD,9 years,0.0,545.5263157894736
2500.0,2007-10-17,TailoredMaid,444.0,16.57%,234xx,VA,< 1 year,0.0,542.9230769230769
25000.0,2007-10-17,BillyJoe,743.0,51.26%,426xx,KY,10+ years,0.0,547.925
15000.0,2007-10-17,kipper50,692.0,20.1%,913xx,CA,1 year,0.0,551.439024390244
1500.0,2007-10-17,cnewsome24,0.0,3%,010xx,MA,< 1 year,0.0,538.3095238095239
10000.0,2007-10-17,"I am a railroad engineer for CSX transportation and am relocating my family to North Carolina.  In order to do this move, we need to settle all of our delinquent debts and move with a clean slate.   My family is my wife, Stacey, our 3 year old daughter, Mackenzie, and our 11 month old son, Noah.   We have a doggie named Dickens, and yes, of course, he's family.  It will cost us a few thousand to relocated with a moving company.  We need payment to rent an apartment and security, etc.    I will be starting a new position in North Carolina, so we will be with little pay until my training session ends.  We need to be able to have money for rent and take care of the children's needs for at least a couple months.    Thank you for your kind consideration.  Mike",468.0,11.93%,132xx,NY,2 years,0.0,536.6744186046511
20000.0,2007-10-17,Ellerbe Ackerman,610.0,28.04%,295xx,SC,5 years,0.0,538.3409090909091
2500.0,2007-10-17,Mrsnicolejackson,606.0,43.09%,300xx,GA,1 year,0.0,539.8444444444444
6000.0,2007-10-17,toureka1,547.0,48.21%,070xx,NJ,2 years,0.0,540.0
13525.0,2007-10-17,asaw2513,515.0,2.29%,242xx,VA,< 1 year,0.0,539.468085106383
12000.0,2007-10-17,Dalmus,596.0,30.22%,532xx,WI,2 years,0.0,540.6458333333334
12000.0,2007-10-17,Credit Card and Line of Credit Refinance,679.0,6.69%,852xx,AZ,1 year,0.0,543.469387755102
2500.0,2007-10-18,angelpuddin,596.0,41.41%,250xx,WV,7 years,0.0,596.0
1500.0,2007-10-18,sponge47,480.0,6.06%,011xx,MA,10+ years,0.0,538.0
25000.0,2007-10-18,conflaozi,692.0,1.72%,928xx,CO,10+ years,0.0,589.3333333333334
5000.0,2007-10-18,desigrl4,601.0,24.12%,313xx,GA,4 years,0.0,592.25
25000.0,2007-10-18,teen,617.0,28.29%,855xx,AZ,10+ years,0.0,597.2
4000.0,2007-10-18,bee157,0.0,0%,114xx,NY,6 years,0.0,497.6666666666667
500.0,2007-10-18,chriss,498.0,0%,300xx,GA,< 1 year,0.0,497.7142857142857
5000.0,2007-10-18,torey1999,549.0,26.04%,930xx,CA,9 years,0.0,504.125
2500.0,2007-10-18,acorbetttate,470.0,100.73%,272xx,NC,6 years,0.0,500.3333333333333
2400.0,2007-10-18,cmortality,433.0,0.95%,560xx,MN,< 1 year,0.0,493.6
1000.0,2007-10-18,xpynkxheartsx,440.0,2%,286xx,NC,< 1 year,0.0,488.72727272727275
17000.0,2007-10-18,sarahh,546.0,0.71%,540xx,WI,2 years,0.0,493.5
3000.0,2007-10-18,ritchieray,565.0,1.47%,751xx,TX,3 years,0.0,499.0
25000.0,2007-10-18,TREADLLC,631.0,49.64%,324xx,FL,< 1 year,0.0,508.42857142857144
1600.0,2007-10-18,Please help me pay off medical bills,511.0,23.76%,744xx,OK,3 years,0.0,508.6
20000.0,2007-10-18,DLC,618.0,13.9%,781xx,TX,1 year,0.0,515.4375
2500.0,2007-10-18,zoe2007,581.0,20.23%,437xx,OH,10+ years,0.0,519.2941176470588
6500.0,2007-10-18,jfrede3382,643.0,369.44%,210xx,MD,2 years,0.0,526.1666666666666
10000.0,2007-10-18,cleanup07,513.0,16.48%,386xx,MS,2 years,0.0,525.4736842105264
8000.0,2007-10-18,shadow,629.0,39.6%,282xx,NC,< 1 year,0.0,530.65
5000.0,2007-10-18,kprichter,486.0,14.02%,726xx,AR,9 years,0.0,528.5238095238095
3500.0,2007-10-18,rateup5,654.0,11.88%,088xx,NJ,10+ years,0.0,534.2272727272727
10000.0,2007-10-18,single parent 2,486.0,21.54%,300xx,GA,9 years,0.0,532.1304347826087
3600.0,2007-10-18,magice,547.0,25.62%,447xx,OH,1 year,0.0,532.75
10000.0,2007-10-18,chevyman,547.0,38.69%,748xx,OK,8 years,0.0,533.32
25000.0,2007-10-18,nwangel2000,698.0,26.03%,983xx,WA,5 years,0.0,539.6538461538462
15000.0,2007-10-18,Personal loan,679.0,8.67%,300xx,GA,< 1 year,0.0,544.8148148148148
15000.0,2007-10-18,BferrerJr,652.0,1.55%,330xx,FL,2 years,0.0,548.6428571428571
4000.0,2007-10-18,necolenicole,470.0,35.23%,799xx,TX,1 year,0.0,545.9310344827586
10000.0,2007-10-18,Business Expansion Loan,625.0,19.63%,913xx,CA,1 year,0.0,548.5666666666667
1200.0,2007-10-18,Caw,576.0,6.54%,850xx,AZ,< 1 year,0.0,549.4516129032259
3000.0,2007-10-19,fermi,451.0,9.32%,379xx,TN,< 1 year,0.0,451.0
1800.0,2007-10-19,larry25,566.0,39.04%,712xx,LA,8 years,0.0,508.5
25000.0,2007-10-19,the option guru,454.0,2.86%,402xx,KY,2 years,0.0,490.3333333333333
500.0,2007-10-19,Munkie21,481.0,0%,331xx,FL,< 1 year,0.0,488.0
20000.0,2007-10-19,mupalia,523.0,9.04%,331xx,FL,1 year,0.0,495.0
3000.0,2007-10-19,buddy01,547.0,12.66%,551xx,MN,4 years,0.0,503.6666666666667
10000.0,2007-10-19,balderasjc,640.0,12.15%,076xx,NJ,2 years,0.0,523.1428571428571
4500.0,2007-10-19,wild swan,637.0,12.51%,634xx,MO,6 years,0.0,537.375
10000.0,2007-10-19,ljflyaway82,627.0,15.07%,207xx,MD,2 years,0.0,547.3333333333334
10000.0,2007-10-19,20th Street,550.0,17.62%,357xx,AL,< 1 year,0.0,547.6
2000.0,2007-10-19,Indylovr,549.0,0.44%,463xx,IN,1 year,0.0,547.7272727272727
5000.0,2007-10-19,beckly,546.0,27.79%,781xx,TX,4 years,0.0,547.5833333333334
3000.0,2007-10-19,alexbean1031,648.0,93.03%,100xx,NY,< 1 year,0.0,555.3076923076923
5000.0,2007-10-19,Mollie,581.0,33.49%,349xx,FL,3 years,0.0,557.1428571428571
5000.0,2007-10-19,KeithHanson,663.0,9.67%,750xx,TX,< 1 year,0.0,564.2
5000.0,2007-10-19,namron1953,477.0,2.37%,147xx,NY,10+ years,0.0,558.75
10000.0,2007-10-19,jcsaints,456.0,28.69%,637xx,MO,7 years,0.0,552.7058823529412
25000.0,2007-10-19,"Greetings!  My wife and I recently purchased a new house in the Palm Springs area and began renting out our first home.  The new home is a condo unit in a country club and was built in the 1950's in a contemporary style.  Even though it is structurally sound, since it is an older place, we undertook a few small projects to update certain areas and improve certain features (such as improving the airflow for our air conditioner).  We ended up overspending our budget, and ended up putting the excess on our credit cards.  We are looking to consolidate some credit card debt that we incurred in the process of fixing up our new place.  I had heard about peer-to-peer lending sites in Consumer Reports' Money magazine, and we are looking to give it a try!",679.0,18.9%,922xx,CO,< 1 year,0.0,559.7222222222222
6300.0,2007-10-19,TRG01,579.0,22.34%,210xx,MD,5 years,0.0,560.7368421052631
25000.0,2007-10-19,JuiceTrading,521.0,29.57%,750xx,TX,< 1 year,0.0,558.75
20000.0,2007-10-19,C.E.N.A. Pallet Co.,507.0,0%,549xx,WI,2 years,0.0,556.2857142857143
5000.0,2007-10-19,fxw25,576.0,345.2%,402xx,KY,< 1 year,0.0,557.1818181818181
10000.0,2007-10-19,keaki,437.0,22.07%,322xx,FL,1 year,0.0,551.9565217391304
3000.0,2007-10-19,bnmein05,0.0,0%,330xx,FL,3 years,0.0,528.9583333333334
1500.0,2007-10-19,dbills,532.0,4.57%,726xx,AR,9 years,0.0,529.08
2000.0,2007-10-20,tyreeh2001,458.0,4.13%,112xx,NY,4 years,0.0,458.0
5000.0,2007-10-20,bruser44,468.0,34.71%,492xx,OH,10+ years,0.0,463.0
7000.0,2007-10-20,vicand718,630.0,1.2%,104xx,NY,2 years,0.0,518.6666666666666
23500.0,2007-10-20,Wisconsin_unknown1234,627.0,5.56%,543xx,WI,2 years,0.0,545.75
16000.0,2007-10-20,Singledadinnm,548.0,14.92%,871xx,NM,10+ years,0.0,546.2
3500.0,2007-10-20,kc1002,660.0,3.98%,303xx,GA,< 1 year,0.0,565.1666666666666
2500.0,2007-10-20,magnum,505.0,17.47%,212xx,MD,10+ years,0.0,556.5714285714286
1500.0,2007-10-20,TRG02,570.0,16.07%,210xx,MD,< 1 year,0.0,558.25
1500.0,2007-10-20,TRG03,559.0,15.61%,210xx,MD,2 years,0.0,558.3333333333334
2000.0,2007-10-20,ocody,640.0,4.01%,283xx,NC,3 years,0.0,566.5
19000.0,2007-10-20,Carolfr,540.0,18.14%,300xx,GA,< 1 year,0.0,564.0909090909091
25000.0,2007-10-20,nymortgagepro,644.0,2.28%,117xx,NY,1 year,0.0,570.75
4000.0,2007-10-20,karabryan,631.0,29.25%,435xx,OH,8 years,0.0,575.3846153846154
5000.0,2007-10-20,AMC0127,474.0,15.8%,331xx,FL,3 years,0.0,568.1428571428571
12000.0,2007-10-20,Crazyshaggy2004,464.0,35.33%,636xx,MO,1 year,0.0,561.2
5000.0,2007-10-20,onelis2424,710.0,31.45%,104xx,NY,1 year,0.0,570.5
7500.0,2007-10-20,jaysmomma,509.0,16.06%,368xx,AL,1 year,0.0,566.8823529411765
10000.0,2007-10-21,hogrebe,603.0,40.82%,985xx,WA,3 years,0.0,603.0
1500.0,2007-10-21,casey011487,454.0,24%,763xx,TX,< 1 year,0.0,528.5
7500.0,2007-10-21,awardwinningcoffee,615.0,65.04%,982xx,WA,10+ years,0.0,557.3333333333334
600.0,2007-10-21,SCSUwr80,438.0,8.04%,080xx,NJ,1 year,0.0,527.5
2500.0,2007-10-21,TASHA954,0.0,0%,330xx,FL,< 1 year,0.0,422.0
5000.0,2007-10-21,cavalier4fun,450.0,17.56%,115xx,NY,1 year,0.0,426.6666666666667
8000.0,2007-10-21,All01,456.0,0%,295xx,SC,2 years,0.0,430.85714285714283
3900.0,2007-10-21,tetesgirl,455.0,0%,559xx,MN,2 years,0.0,433.875
12000.0,2007-10-21,DannyMpls,425.0,10.96%,554xx,MN,3 years,0.0,432.8888888888889
10000.0,2007-10-21,DAWNP,0.0,0%,775xx,TX,2 years,0.0,389.6
25000.0,2007-10-21,lataylor,380.0,21.51%,319xx,GA,4 years,0.0,388.72727272727275
10000.0,2007-10-21,mike373,407.0,0.63%,376xx,TN,5 years,0.0,390.25
25000.0,2007-10-21,johnie29,480.0,22.13%,276xx,NC,< 1 year,0.0,397.15384615384613
10000.0,2007-10-21,counselorguy,551.0,25.59%,554xx,MN,8 years,0.0,408.14285714285717
2000.0,2007-10-21,kimberlynsloan,621.0,14.11%,288xx,NC,2 years,0.0,422.3333333333333
5000.0,2007-10-21,kephart,651.0,40.46%,276xx,NC,10+ years,0.0,436.625
25000.0,2007-10-21,GoNinaGo,630.0,27.9%,786xx,TX,< 1 year,0.0,448.0
8000.0,2007-10-21,Mark Hill,637.0,34.75%,852xx,AZ,< 1 year,0.0,458.5
10000.0,2007-10-21,eyespy,477.0,7.32%,010xx,MA,6 years,0.0,459.4736842105263
5300.0,2007-10-21,joshp20,572.0,19.19%,801xx,CO,2 years,0.0,465.1
3200.0,2007-10-21,kmbroad,480.0,9.65%,370xx,TN,2 years,0.0,465.8095238095238
1500.0,2007-10-21,Blessed One,597.0,16.79%,327xx,FL,2 years,0.0,471.77272727272725
5000.0,2007-10-21,Iluvmykitty,624.0,1.44%,857xx,AZ,10+ years,0.0,478.39130434782606
10000.0,2007-10-21,palpaw2000,461.0,22.19%,530xx,WI,< 1 year,0.0,477.6666666666667
15000.0,2007-10-21,leda-and-theswan,600.0,14.54%,333xx,FL,< 1 year,0.0,482.56
25000.0,2007-10-21,semperfi72,575.0,27.87%,871xx,NM,6 years,0.0,486.11538461538464
25000.0,2007-10-21,wizardkim,609.0,23.76%,029xx,MA,1 year,0.0,490.6666666666667
25000.0,2007-10-21,moneyman2u,693.0,18.06%,554xx,MN,4 years,0.0,497.89285714285717
25000.0,2007-10-21,Interest Reduction,745.0,22.3%,852xx,AZ,< 1 year,0.0,506.41379310344826
500.0,2007-10-22,Chippier,486.0,14.4%,530xx,WI,10+ years,0.0,486.0
13000.0,2007-10-22,rollinthunder,551.0,43.27%,796xx,TX,10+ years,0.0,518.5
8000.0,2007-10-22,corleone123,497.0,13%,229xx,VA,< 1 year,0.0,511.3333333333333
25000.0,2007-10-22,kimmie,457.0,26.03%,553xx,MN,3 years,0.0,497.75
3000.0,2007-10-22,"On Wednesday, October 24, 2007, my home that's been in my Family for over 50 years will be sold at bank auction. In order to stop this from happening, I need $3000 to retain counsel for my Chapter 13 filing. I have recently taken on 2 jobs so paying back this loan would not be a problem.  THIS IS NOT A SCAM OR ANY OTHER FORM OF B.S.   I am completely serious about this request and need this money today, Monday, October 22, 2007. Please help me and my Family keep our home.   Peace and God Bless!",543.0,11.28%,220xx,VA,4 years,0.0,506.8
10000.0,2007-10-22,bonniejd,488.0,13.1%,322xx,FL,2 years,0.0,503.6666666666667
12000.0,2007-10-22,etmidden,612.0,16.13%,564xx,MN,< 1 year,0.0,519.1428571428571
15000.0,2007-10-22,hafaza,512.0,39.53%,347xx,FL,8 years,0.0,518.25
15000.0,2007-10-22,girlinrichmond,662.0,22.4%,232xx,VA,3 years,0.0,534.2222222222222
10000.0,2007-10-22,jpamer,0.0,0%,349xx,FL,< 1 year,0.0,480.8
15000.0,2007-10-22,somebeach,588.0,522.62%,278xx,NC,10+ years,0.0,490.54545454545456
10000.0,2007-10-22,"T pay off some small loan companies that I have. After 41 years of amrriage, I am not seperated.  My husband became a alchoholic, physically and metally abused me.  I ncurred these debts in order to survive.",571.0,71.07%,778xx,TX,10+ years,0.0,497.25
500.0,2007-10-22,colon25,584.0,28.03%,083xx,NJ,8 years,0.0,503.9230769230769
3000.0,2007-10-22,clear_purple,527.0,16.34%,637xx,MO,< 1 year,0.0,505.57142857142856
3000.0,2007-10-22,LAWRENCE,587.0,16.29%,112xx,NY,6 years,0.0,511.0
10000.0,2007-10-22,semaj504,658.0,59.4%,700xx,LA,< 1 year,0.0,520.1875
5000.0,2007-10-22,chaerich,514.0,10.57%,640xx,MO,7 years,0.0,519.8235294117648
5100.0,2007-10-22,SHRTSWEET882,479.0,27.55%,338xx,FL,3 years,0.0,517.5555555555555
5500.0,2007-10-22,sakennaj,538.0,6.16%,114xx,NY,< 1 year,0.0,518.6315789473684
2500.0,2007-10-22,Stacy16,509.0,14.91%,210xx,MD,< 1 year,0.0,518.15
12500.0,2007-10-22,ndhoops,558.0,0%,175xx,NJ,< 1 year,0.0,520.047619047619
8000.0,2007-10-22,Missy,503.0,31.07%,846xx,UT,< 1 year,0.0,519.2727272727273
5000.0,2007-10-22,teneshas28,410.0,23.52%,681xx,NE,5 years,0.0,514.5217391304348
10000.0,2007-10-22,Help me get back on the right track!!,685.0,3.9%,460xx,IN,< 1 year,0.0,521.625
20000.0,2007-10-22,lifesagift,603.0,0.79%,068xx,CT,1 year,0.0,524.88
5000.0,2007-10-22,you1too,526.0,13.24%,200xx,DC,< 1 year,0.0,524.9230769230769
2500.0,2007-10-22,Business Growth,542.0,2.88%,310xx,GA,2 years,0.0,525.5555555555555
23000.0,2007-10-22,tracy45,526.0,23.85%,997xx,AK,7 years,0.0,525.5714285714286
15000.0,2007-10-22,J.A.G.,642.0,7.5%,800xx,CO,7 years,0.0,529.5862068965517
5000.0,2007-10-22,janawau,570.0,1.9%,312xx,GA,1 year,0.0,530.9333333333333
5000.0,2007-10-22,courts59,547.0,30.62%,857xx,AZ,< 1 year,0.0,531.4516129032259
25000.0,2007-10-22,magazine expansion nation wide,794.0,6.49%,075xx,NJ,8 years,0.0,539.65625
10000.0,2007-10-22,NewHope,620.0,0%,272xx,NC,8 years,0.0,542.0909090909091
5000.0,2007-10-22,unicorn280,482.0,9.6%,535xx,WI,1 year,0.0,540.3235294117648
20000.0,2007-10-22,mtt333tobycat,625.0,98.14%,559xx,MN,10+ years,0.0,542.7428571428571
10000.0,2007-10-22,julybabe,481.0,10.03%,760xx,TX,5 years,0.0,541.0277777777778
1000.0,2007-10-22,bigdan2k5,426.0,0%,234xx,VA,1 year,0.0,537.918918918919
9800.0,2007-10-22,john69,636.0,1.71%,030xx,NH,2 years,0.0,540.5
25000.0,2007-10-22,appled,713.0,32.79%,301xx,GA,< 1 year,0.0,544.9230769230769
25000.0,2007-10-22,mrcredithelp,645.0,14.98%,856xx,AZ,10+ years,0.0,547.425
25000.0,2007-10-22,Wheels30,564.0,280.39%,958xx,CO,2 years,0.0,547.829268292683
20000.0,2007-10-22,wstjc,608.0,17.55%,347xx,FL,1 year,0.0,549.2619047619048
4500.0,2007-10-22,etto53,468.0,0.67%,554xx,MN,< 1 year,0.0,547.3720930232558
7000.0,2007-10-22,SherriJordan,414.0,17.25%,273xx,NC,< 1 year,0.0,544.3409090909091
3600.0,2007-10-22,JxOxSxH,456.0,0.7%,724xx,AR,2 years,0.0,542.3777777777777
3000.0,2007-10-22,sc1969,512.0,13.44%,088xx,NJ,10+ years,0.0,541.7173913043479
20000.0,2007-10-22,NCR,693.0,9.41%,752xx,TX,10+ years,0.0,544.936170212766
7000.0,2007-10-22,mickey,562.0,29.39%,066xx,CT,10+ years,0.0,545.2916666666666
15000.0,2007-10-22,lucyd2,686.0,37.55%,300xx,GA,10+ years,0.0,548.1632653061224
500.0,2007-10-22,asbury,568.0,7.1%,174xx,GA,< 1 year,0.0,548.56
2000.0,2007-10-22,ktaylor,"",0%,206xx,MD,< 1 year,0.0,549.8367346938776
4000.0,2007-10-22,brigi2te,642.0,54.91%,347xx,FL,6 years,0.0,551.6938775510204
25000.0,2007-10-22,shellntam,461.0,0%,146xx,NY,< 1 year,0.0,550.9591836734694
4000.0,2007-10-22,nitro,443.0,3.92%,786xx,TX,3 years,0.0,550.6734693877551
4000.0,2007-10-22,ColombiaFinest69,636.0,10.8%,110xx,NY,4 years,0.0,552.5714285714286
7500.0,2007-10-22,ddsd11,659.0,24.3%,271xx,NC,10+ years,0.0,556.0612244897959
35000.0,2007-10-23,Triple A,630.0,62.38%,802xx,CO,< 1 year,0.0,630.0
7000.0,2007-10-23,JUDAHTIM2,546.0,23.78%,298xx,SC,3 years,0.0,588.0
11900.0,2007-10-23,pacificjuice,579.0,3%,300xx,GA,< 1 year,0.0,585.0
4500.0,2007-10-23,Daniel.Roberts,592.0,4.67%,307xx,GA,< 1 year,0.0,586.75
15000.0,2007-10-23,pitta00,593.0,36.21%,060xx,CT,3 years,0.0,588.0
4000.0,2007-10-23,nehinger,639.0,6.66%,750xx,TX,1 year,0.0,596.5
12000.0,2007-10-23,trashman1462,479.0,22.96%,278xx,NC,10+ years,0.0,579.7142857142857
25000.0,2007-10-23,muddexport,661.0,9.8%,334xx,FL,7 years,0.0,589.875
10000.0,2007-10-23,parrislane,641.0,37.28%,891xx,MD,4 years,0.0,595.5555555555555
2500.0,2007-10-23,nathan1911,"",0.99%,802xx,CO,< 1 year,0.0,595.5555555555555
2300.0,2007-10-23,kandigrl,412.0,0%,328xx,FL,5 years,0.0,577.2
25000.0,2007-10-23,Graciela,680.0,0%,640xx,MO,1 year,0.0,586.5454545454545
5000.0,2007-10-23,snoopyvett,446.0,50.74%,295xx,SC,3 years,0.0,574.8333333333334
25000.0,2007-10-23,islandboy,499.0,12.56%,846xx,UT,< 1 year,0.0,569.0
2500.0,2007-10-23,Rebecca1184,607.0,28.96%,276xx,NC,1 year,0.0,571.7142857142857
20000.0,2007-10-23,Sil Ortiz,478.0,0%,800xx,CO,< 1 year,0.0,565.4666666666667
7000.0,2007-10-23,Alvin1951,483.0,17.61%,278xx,NC,7 years,0.0,560.3125
8000.0,2007-10-23,sinkin,440.0,557.14%,363xx,AL,5 years,0.0,553.2352941176471
15000.0,2007-10-23,osu,547.0,14.12%,762xx,TX,1 year,0.0,552.8888888888889
6000.0,2007-10-23,shiptech,451.0,18.23%,029xx,MA,< 1 year,0.0,547.5263157894736
10000.0,2007-10-23,sakijazz32,476.0,20.61%,293xx,SC,< 1 year,0.0,543.95
5000.0,2007-10-23,STHill0082,515.0,17.84%,303xx,GA,1 year,0.0,542.5714285714286
15000.0,2007-10-23,nccbs71,673.0,23.72%,272xx,NC,6 years,0.0,548.5
1000.0,2007-10-23,mslady,422.0,22.44%,402xx,KY,2 years,0.0,543.0
9500.0,2007-10-23,NHP-NewYork,544.0,66.11%,110xx,NY,3 years,0.0,543.0416666666666
1000.0,2007-10-23,Shekia84,408.0,2.5%,278xx,NC,< 1 year,0.0,537.64
4500.0,2007-10-23,Eating Disorder Treatment Step-Down Prog,463.0,5.82%,287xx,NC,2 years,0.0,534.7692307692307
25000.0,2007-10-23,casecashnow,617.0,21.63%,100xx,NY,2 years,0.0,537.8148148148148
20000.0,2007-10-23,business loan,730.0,11.09%,234xx,VA,< 1 year,0.0,544.6785714285714
25000.0,2007-10-23,homefront,420.0,8.97%,532xx,WI,10+ years,0.0,540.3793103448276
2500.0,2007-10-23,want to pay off high int cred cards,603.0,29.77%,468xx,IN,2 years,0.0,542.4666666666667
25000.0,2007-10-23,roberth,739.0,29.28%,442xx,OH,10+ years,0.0,548.8064516129032
3400.0,2007-10-23,Retiring credit card debt,610.0,11.58%,253xx,WV,3 years,0.0,550.71875
15000.0,2007-10-23,mobile home loan,687.0,3.23%,952xx,CO,5 years,0.0,554.8484848484849
6000.0,2007-10-23,Tired of Debt,461.0,8.4%,354xx,AL,2 years,0.0,552.0882352941177
5000.0,2007-10-24,lucasjoaquin81,0.0,0%,787xx,TX,1 year,0.0,0.0
4000.0,2007-10-24,Lithgar,645.0,9.66%,276xx,NC,7 years,0.0,322.5
5000.0,2007-10-24,mrsbay6,524.0,24.05%,290xx,SC,2 years,0.0,389.6666666666667
2000.0,2007-10-24,alex80,503.0,1.58%,479xx,IN,3 years,0.0,418.0
15000.0,2007-10-24,McKey,629.0,20.08%,347xx,FL,4 years,0.0,460.2
3000.0,2007-10-24,TAMEKA,494.0,11.77%,381xx,TN,10+ years,0.0,465.8333333333333
3000.0,2007-10-24,jamincc01,622.0,13.39%,327xx,FL,1 year,0.0,488.14285714285717
12000.0,2007-10-24,Single mom in need,654.0,9.06%,300xx,GA,3 years,0.0,508.875
25000.0,2007-10-24,mouse3d,655.0,82.4%,238xx,VA,< 1 year,0.0,525.1111111111111
1000.0,2007-10-24,Dominicp,460.0,4.52%,076xx,NJ,6 years,0.0,518.6
15000.0,2007-10-24,Jay3122,430.0,5.21%,334xx,FL,1 year,0.0,510.54545454545456
10000.0,2007-10-24,Lisalia12,485.0,29.26%,601xx,IN,7 years,0.0,508.4166666666667
5000.0,2007-10-24,guruconnector,531.0,9.84%,462xx,IN,10+ years,0.0,510.15384615384613
4000.0,2007-10-24,josephchar,486.0,11.71%,109xx,NY,2 years,0.0,508.42857142857144
10000.0,2007-10-24,timisoara,709.0,40.12%,852xx,AZ,10+ years,0.0,521.8
1000.0,2007-10-24,alanelynn,497.0,0%,802xx,CO,< 1 year,0.0,520.25
4000.0,2007-10-24,willsterd,486.0,1.95%,760xx,TX,2 years,0.0,518.2352941176471
5000.0,2007-10-24,kunle1970,633.0,26.31%,853xx,AZ,< 1 year,0.0,524.6111111111111
5000.0,2007-10-24,Aan160,0.0,0%,741xx,OK,< 1 year,0.0,497.0
20000.0,2007-10-24,fundrelief,445.0,6.34%,373xx,TN,3 years,0.0,494.4
500.0,2007-10-24,BigBoy,527.0,10.42%,760xx,TX,< 1 year,0.0,495.95238095238096
2300.0,2007-10-24,chad6691,616.0,0%,402xx,KY,1 year,0.0,501.40909090909093
8000.0,2007-10-24,JDavis,603.0,18.45%,840xx,UT,< 1 year,0.0,505.82608695652175
15000.0,2007-10-24,longboardleah,617.0,15.52%,967xx,HI,2 years,0.0,510.4583333333333
25000.0,2007-10-24,lolajean,480.0,1.95%,487xx,OH,2 years,0.0,509.24
5000.0,2007-10-24,Nidhish,491.0,9.65%,115xx,NY,< 1 year,0.0,508.53846153846155
1600.0,2007-10-24,sarbare78,674.0,52.07%,815xx,CO,< 1 year,0.0,514.6666666666666
3000.0,2007-10-24,smithg001,589.0,4.42%,296xx,SC,< 1 year,0.0,517.3214285714286
7500.0,2007-10-24,alove630,471.0,4.11%,190xx,DC,1 year,0.0,515.7241379310345
12000.0,2007-10-24,carllpi,706.0,9.14%,300xx,GA,1 year,0.0,522.0666666666667
3000.0,2007-10-24,geonettar,567.0,33.97%,809xx,CO,10+ years,0.0,523.516129032258
14800.0,2007-10-24,cwe60,577.0,17.01%,631xx,MO,10+ years,0.0,525.1875
11500.0,2007-10-24,AJJohnson,618.0,17.94%,786xx,TX,9 years,0.0,528.0
15000.0,2007-10-24,Pest pro,670.0,28.56%,300xx,GA,1 year,0.0,532.1764705882352
5000.0,2007-10-24,kalon,484.0,15.81%,333xx,FL,5 years,0.0,530.8
5000.0,2007-10-24,frito1,549.0,23.98%,995xx,CO,5 years,0.0,531.3055555555555
5000.0,2007-10-25,tkimberly,406.0,0%,346xx,FL,< 1 year,0.0,406.0
2000.0,2007-10-25,jmfs34,571.0,14.77%,120xx,NY,4 years,0.0,488.5
6500.0,2007-10-25,mattke1999,605.0,14.32%,465xx,IN,3 years,0.0,527.3333333333334
1000.0,2007-10-25,shoppekeeper,488.0,0%,282xx,NC,1 year,0.0,517.5
20000.0,2007-10-25,cadamhenry,658.0,12.69%,220xx,VA,10+ years,0.0,545.6
500.0,2007-10-25,Kay Mitchell,443.0,5.22%,797xx,TX,< 1 year,0.0,528.5
8000.0,2007-10-25,dallas cowboys,606.0,1.95%,016xx,MA,7 years,0.0,539.5714285714286
18000.0,2007-10-25,Down Payment for Rehab Project,693.0,1.52%,463xx,IN,2 years,0.0,558.75
10000.0,2007-10-25,mmarooney,505.0,10.65%,300xx,GA,1 year,0.0,552.7777777777778
6000.0,2007-10-25,uncle mark,644.0,0.4%,317xx,GA,8 years,0.0,561.9
6000.0,2007-10-25,newleaf07,495.0,27.36%,384xx,TN,4 years,0.0,555.8181818181819
